"customer_id","account_num","lname","fname","mi","address1","address2","address3","address4","city","state_province","postal_code","country","customer_region_id","phone1","phone2","birthdate","marital_status","yearly_income","gender","total_children","num_children_at_home","education","date_accnt_opened","member_card","occupation","houseowner","num_cars_owned"
9597,80325004458.00,"Crump","Jaye","P.","3285 Milburn Dr.",,,,"Richmond","BC","51632","Canada",90,"502-555-9868","945-555-2461",1913/5/11 00:00:00,"S","$50K - $70K","F",4,0,"Bachelors Degree",1993/10/16 00:00:00,"Bronze","Professional","N",1
9598,80325916409.00,"Jarnagin","Leah","C.","1616 East Leland",,,,"Bellflower","CA","86842","USA",55,"468-555-6332","448-555-8611",1927/1/26 00:00:00,"S","$90K - $110K","M",3,0,"Bachelors Degree",1990/10/21 00:00:00,"Bronze","Professional","Y",2
9599,80358108300.00,"Gonzales","Doris",,"4566 Magnolia Ave.","145",,,"San Diego","CA","21281","USA",7,"279-555-3025","368-555-7818",1962/6/4 00:00:00,"S","$50K - $70K","F",4,0,"Graduate Degree",1991/6/10 00:00:00,"Bronze","Professional","N",2
9600,80371170639.00,"Thomas","Amy","K.","3152 Torino Court",,,,"San Carlos","CA","42830","USA",44,"506-555-1775","794-555-3597",1971/6/24 00:00:00,"S","$50K - $70K","M",4,0,"Bachelors Degree",1991/3/21 00:00:00,"Bronze","Professional","N",2
9601,80373793800.00,"Wilmoth","Louis",,"9011 Santa Lucia Dr.",,,,"Beaverton","OR","42430","USA",67,"579-555-9754","737-555-1432",1964/4/20 00:00:00,"S","$130K - $150K","M",0,0,"Partial College",1992/1/19 00:00:00,"Bronze","Professional","Y",2
9602,80379109978.00,"Wines","Daniel","J.","508 Somerset Place",,,,"Beaverton","OR","30141","USA",67,"829-555-7132","525-555-8497",1925/2/14 00:00:00,"M","$30K - $50K","M",0,0,"High School Degree",1991/1/22 00:00:00,"Bronze","Manual","Y",3
9603,80388883948.00,"Murray","Claudia","J.","3966 Bonifacio",,,,"Glendale","CA","94901","USA",54,"925-555-4740","490-555-4961",1927/12/14 00:00:00,"S","$130K - $150K","M",4,0,"Graduate Degree",1993/4/22 00:00:00,"Normal","Professional","Y",3
9604,80431756400.00,"Walker","Lisa",,"8371 Shenandoah Drive",,,,"El Cajon","CA","48774","USA",16,"298-555-9747","541-555-5311",1977/7/6 00:00:00,"M","$30K - $50K","M",1,1,"Partial College",1992/2/5 00:00:00,"Bronze","Management","N",4
9605,80438177585.00,"Kelley","Jackie","A.","2084 Ahwanee Lane",,,,"Burien","WA","53405","USA",74,"656-555-9640","529-555-9404",1956/10/12 00:00:00,"M","$10K - $30K","M",2,1,"Partial High School",1992/3/21 00:00:00,"Normal","Manual","N",0
9606,80441353321.00,"Whilhite","Frances","C.","6743 Blue Ridge Dr.",,,,"Santa Anita","DF","72439","Mexico",108,"291-555-7933","602-555-8382",1922/6/4 00:00:00,"S","$70K - $90K","F",0,0,"Partial High School",1993/10/5 00:00:00,"Bronze","Professional","N",3
9607,80445736050.00,"Fisher","Stacy","L.","3365 Wintergreen Court",,,,"Ballard","WA","88446","USA",20,"433-555-2797","852-555-5761",1961/11/24 00:00:00,"M","$50K - $70K","M",1,1,"Bachelors Degree",1992/11/2 00:00:00,"Bronze","Professional","N",3
9608,80505157709.00,"Abram","Mark",,"935 Rheem Drive",,,,"N. Vancouver","BC","73642","Canada",97,"329-555-3375","948-555-3368",1951/11/18 00:00:00,"S","$30K - $50K","F",5,0,"High School Degree",1993/12/11 00:00:00,"Bronze","Manual","N",3
9609,80509921312.00,"Moskal","Larrie",,"7811 Woodsworth Lane",,,,"Newton","BC","10596","Canada",95,"853-555-2548","680-555-5055",1973/5/23 00:00:00,"M","$10K - $30K","M",4,3,"Partial High School",1991/10/13 00:00:00,"Normal","Manual","Y",1
9610,80519298300.00,"Bancroft","Melody",,"5634 Haviland Place",,,,"Merida","Yucatan","60953","Mexico",26,"534-555-7098","799-555-1291",1944/10/11 00:00:00,"S","$30K - $50K","M",2,0,"Partial High School",1990/11/18 00:00:00,"Bronze","Manual","N",2
9611,80561392903.00,"Almanzor","Stefanie","T.","5421 Morengo Ct.",,,,"Everett","WA","63067","USA",81,"299-555-6534","434-555-8584",1974/5/21 00:00:00,"S","$30K - $50K","F",5,0,"High School Degree",1993/6/7 00:00:00,"Bronze","Manual","Y",4
9612,80600188374.00,"Hudson","Ava","L.","3498 Olive Ave.",,,,"Edmonds","WA","53294","USA",83,"242-555-4369","815-555-7105",1964/7/6 00:00:00,"M","$130K - $150K","F",1,0,"High School Degree",1993/8/16 00:00:00,"Bronze","Professional","Y",2
9613,80609806776.00,"Badiozzaman","Crystal","A.","3539 Corte Poquito",,,,"Renton","WA","21571","USA",73,"930-555-2434","472-555-4026",1958/4/10 00:00:00,"M","$10K - $30K","M",3,3,"Partial High School",1991/9/9 00:00:00,"Normal","Skilled Manual","Y",2
9614,80637315500.00,"Wansink","Betty","J.","1870 Walnut Ave.",,,,"Mill Valley","CA","42512","USA",38,"895-555-7898","876-555-1176",1934/7/22 00:00:00,"S","$30K - $50K","M",1,0,"Partial High School",1993/8/19 00:00:00,"Golden","Manual","N",3
9615,80641751885.00,"Bolla","Dean","E.","6853 Hacienda",,,,"Redmond","WA","11397","USA",19,"707-555-4591","796-555-9384",1931/8/25 00:00:00,"M","$30K - $50K","F",4,4,"High School Degree",1993/9/19 00:00:00,"Golden","Skilled Manual","N",3
9616,80687032938.00,"Thor","Elizabeth","G.","8094 Roxbury Drive",,,,"Lakewood","CA","59238","USA",56,"934-555-3341","322-555-5162",1944/8/23 00:00:00,"M","$50K - $70K","M",2,0,"Bachelors Degree",1991/2/28 00:00:00,"Silver","Professional","Y",3
9617,80689452300.00,"Weihe","Christopher",,"1299 Oxford Place",,,,"Anacortes","WA","58838","USA",79,"107-555-2319","264-555-2998",1911/6/27 00:00:00,"S","$30K - $50K","M",2,0,"High School Degree",1993/8/22 00:00:00,"Bronze","Skilled Manual","N",2
9618,80694301724.00,"Wingfield","David","V.","2794 Huston Rd.",,,,"Anacortes","WA","46549","USA",79,"357-555-8698","953-555-1062",1962/8/8 00:00:00,"S","$30K - $50K","F",1,0,"High School Degree",1990/6/10 00:00:00,"Silver","Manual","N",4
9619,80703346100.00,"Minichelli","Donald",,"6252 Winding Lane",,,,"Milwaukie","OR","85017","USA",65,"453-555-6305","257-555-1184",1938/6/16 00:00:00,"M","$30K - $50K","M",3,3,"High School Degree",1990/5/7 00:00:00,"Golden","Skilled Manual","Y",3
9620,80707230000.00,"Ace","John",,"658 Pecan Street",,,,"Acapulco","Guerrero","65182","Mexico",28,"726-555-2312","969-555-6876",1950/8/5 00:00:00,"S","$90K - $110K","M",4,0,"Partial High School",1991/11/15 00:00:00,"Bronze","Management","N",4
9621,80726268291.00,"Johnson","John",,"7026 Norman Ave.",,,,"Long Beach","CA","69813","USA",48,"774-555-2780","886-555-6201",1961/8/9 00:00:00,"M","$50K - $70K","M",5,4,"Bachelors Degree",1993/5/22 00:00:00,"Golden","Management","Y",3
9622,80733971600.00,"Barber","Clara",,"1686 Willow Drive",,,,"Burbank","CA","88847","USA",53,"409-555-1073","720-555-1523",1959/11/24 00:00:00,"S","$30K - $50K","F",3,0,"Partial High School",1992/8/4 00:00:00,"Bronze","Skilled Manual","N",3
9623,80746519000.00,"Malanca","David",,"8307 Monument Blvd.",,,,"Burien","WA","59639","USA",74,"790-555-8594","970-555-7901",1972/5/26 00:00:00,"S","$110K - $130K","F",2,0,"Bachelors Degree",1992/6/24 00:00:00,"Golden","Management","N",3
9624,80764430761.00,"Massett","Carl","W.","3221 Mt. Washington Way",,,,"Novato","CA","95804","USA",42,"447-555-5516","166-555-5508",1924/2/17 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1991/3/5 00:00:00,"Normal","Manual","N",0
9625,80767434800.00,"Houser","Vivian",,"2754 Stanbridge Ct.",,,,"Merida","Yucatan","32758","Mexico",26,"851-555-2666","678-555-5173",1978/3/20 00:00:00,"M","$70K - $90K","F",2,2,"Bachelors Degree",1991/9/3 00:00:00,"Bronze","Management","Y",3
9626,80780132400.00,"Zorovich","Kevin",,"7921 Detriot Ave.",,,,"Langley","BC","83114","Canada",94,"771-555-1873","797-555-1408",1923/8/16 00:00:00,"S","$30K - $50K","F",4,0,"High School Degree",1993/10/17 00:00:00,"Bronze","Manual","N",2
9627,80787245631.00,"Marti","Ruth","K.","7707 Jemco Court",,,,"Lemon Grove","CA","85229","USA",12,"297-555-6651","432-555-8701",1973/7/12 00:00:00,"M","$90K - $110K","F",5,2,"Partial High School",1990/9/18 00:00:00,"Bronze","Professional","Y",3
9628,80789096400.00,"Passig","Dennis","J.","5785 Lislin Ct.",,,,"Spring Valley","CA","27492","USA",15,"239-555-4487","813-555-7223",1937/9/5 00:00:00,"S","$50K - $70K","M",0,0,"Bachelors Degree",1992/8/24 00:00:00,"Bronze","Professional","Y",3
9629,80800447463.00,"Burton","Mark","S.","5825 Banyan Way",,,,"La Jolla","CA","70025","USA",33,"928-555-2551","470-555-4144",1963/2/7 00:00:00,"M","$30K - $50K","F",1,1,"High School Degree",1992/8/25 00:00:00,"Bronze","Skilled Manual","Y",4
9630,80800898100.00,"Mathias","David",,"6812 Semillon Circle","#163",,,"San Andres","DF","26413","Mexico",106,"893-555-8015","874-555-1294",1913/5/27 00:00:00,"M","$150K +","F",4,4,"Bachelors Degree",1991/6/19 00:00:00,"Bronze","Professional","N",3
9631,80817651152.00,"Short","James","L.","9762 Alvecedo",,,,"Spokane","WA","59851","USA",87,"944-555-8366","793-555-9501",1942/2/27 00:00:00,"M","$30K - $50K","M",5,5,"High School Degree",1993/4/17 00:00:00,"Golden","Skilled Manual","Y",4
9632,80821186304.00,"Tepper","Christine","A.","8348 Holiday Hill Dr.",,,,"Newton","BC","81400","Canada",95,"932-555-3458","320-555-5280",1917/10/22 00:00:00,"M","$50K - $70K","F",2,2,"Bachelors Degree",1992/5/22 00:00:00,"Bronze","Management","Y",4
9633,80826877951.00,"Smith","Heather","D. R.","1553 Fairfield Ave.",,,,"Burbank","CA","81000","USA",53,"217-555-4697","374-555-5375",1916/4/24 00:00:00,"M","$50K - $70K","F",1,0,"High School Degree",1994/10/25 00:00:00,"Bronze","Manual","N",2
9634,80827940106.00,"Takemura","Nicholas","D.","3048 Bayshore Rd.",,,,"Orizaba","Veracruz","68711","Mexico",24,"467-555-2075","163-555-3440",1957/10/21 00:00:00,"M","$110K - $130K","M",3,1,"Bachelors Degree",1991/12/26 00:00:00,"Bronze","Professional","Y",2
9635,80854976800.00,"Villalon","June","E.","9162 Oak Street",,,,"San Jose","CA","34472","USA",39,"563-555-8683","367-555-3561",1965/6/26 00:00:00,"M","$30K - $50K","M",0,0,"High School Degree",1990/11/5 00:00:00,"Bronze","Skilled Manual","Y",3
9636,80857964800.00,"Westcott","Barbara",,"912 Fremont St.",,,,"Everett","WA","87344","USA",81,"175-555-8347","179-555-9254",1939/4/12 00:00:00,"S","$130K - $150K","M",5,0,"Partial High School",1992/2/10 00:00:00,"Bronze","Professional","Y",3
9637,80859557986.00,"Butler","Susan","M.","7280 E. Leland Rd.",,,,"Tlaxiaco","Oaxaca","19268","Mexico",30,"294-555-4583","406-555-8004",1912/12/13 00:00:00,"S","$30K - $50K","M",2,0,"Partial College",1994/10/4 00:00:00,"Bronze","Skilled Manual","N",3
9638,80867175459.00,"Jones","Karen","A.","1940 Nulty Drive",,,,"Lake Oswego","OR","38302","USA",64,"829-555-2876","240-555-3325",1954/3/10 00:00:00,"M","$70K - $90K","F",3,2,"Bachelors Degree",1991/2/21 00:00:00,"Bronze","Professional","N",3
9639,80868403911.00,"Sullivan","Shannon","E.","8562 Cynthia Drive",,,,"Olympia","WA","90942","USA",85,"310-555-1397","490-555-9704",1929/4/9 00:00:00,"M","$110K - $130K","M",1,1,"Graduate Degree",1993/6/24 00:00:00,"Bronze","Professional","N",3
9640,80879567265.00,"Chin","Sandra","A.","3475 Deercreek Ln.",,,,"Burbank","CA","85794","USA",53,"867-555-7318","825-555-1969",1913/8/24 00:00:00,"M","$130K - $150K","F",2,1,"High School Degree",1994/3/12 00:00:00,"Bronze","Professional","Y",3
9641,80887522697.00,"Munsi","Patti",,"3008 Lolita Drive",,,,"Oakland","CA","22748","USA",37,"371-555-4468","198-555-6975",1929/7/24 00:00:00,"S","$50K - $70K","F",4,0,"Bachelors Degree",1992/5/8 00:00:00,"Silver","Professional","N",2
9642,80889625549.00,"Clifton","Martha","E.","831 Valley Crest Dr.",,,,"Bremerton","WA","73105","USA",76,"290-555-3676","317-555-3211",1976/8/18 00:00:00,"M","$10K - $30K","M",4,0,"Partial High School",1991/2/19 00:00:00,"Normal","Skilled Manual","N",2
9643,80899941325.00,"Boyce","Charles","E.","618 Bentley Ct.",,,,"Salem","OR","75220","USA",23,"717-555-8454","852-555-1504",1930/7/21 00:00:00,"M","$10K - $30K","M",3,1,"Bachelors Degree",1994/6/7 00:00:00,"Normal","Management","Y",1
9644,80913861989.00,"Clark","Jeffrey","C.","9940 Meier Road",,,,"Hidalgo","Zacatecas","65446","Mexico",25,"659-555-6290","332-555-9025",1926/5/12 00:00:00,"M","$10K - $30K","F",2,1,"Partial High School",1994/4/21 00:00:00,"Normal","Manual","Y",0
9645,80928624900.00,"Aiello","Alesia",,"2637 Broadway St.",,,,"Victoria","BC","33723","Canada",6,"138-555-4929","580-555-6522",1914/5/11 00:00:00,"M","$70K - $90K","M",1,1,"Bachelors Degree",1992/12/19 00:00:00,"Silver","Professional","Y",3
9646,80950286400.00,"Aplanalp","Lorraine",,"969 Stanley Dollar Dr.",,,,"Sedro Woolley","WA","16404","USA",80,"103-555-1393","984-555-3672",1966/5/1 00:00:00,"S","$70K - $90K","M",2,0,"Bachelors Degree",1993/4/24 00:00:00,"Normal","Professional","N",2
9647,80954567193.00,"Teeples","Matthew",,"3919 Bayview Circle",,,,"Colma","CA","49841","USA",32,"154-555-1743","903-555-2879",1969/2/10 00:00:00,"M","$10K - $30K","F",2,2,"Partial High School",1994/1/3 00:00:00,"Normal","Manual","N",1
9648,80956181883.00,"Vine","Cathy",,"5160 La Vista Circle",,,,"Woodburn","OR","71391","USA",69,"142-555-5836","669-555-2315",1976/5/2 00:00:00,"S","$10K - $30K","F",1,0,"Partial High School",1991/4/4 00:00:00,"Normal","Manual","N",1
9649,80972994000.00,"Viggiano","James",,"8364 Gold Crest Ct.",,,,"Burnaby","BC","70990","Canada",92,"215-555-4815","611-555-9150",1937/7/28 00:00:00,"M","$50K - $70K","M",4,2,"Partial High School",1994/6/4 00:00:00,"Bronze","Manual","N",1
9650,80988051891.00,"Carter","Richard","A.","9860 Brookview Drive",,,,"Burnaby","BC","58701","Canada",92,"465-555-2193","161-555-3557",1924/5/15 00:00:00,"M","$30K - $50K","F",5,2,"Partial College",1990/7/13 00:00:00,"Bronze","Skilled Manual","Y",4
9651,80996463298.00,"Bolles","Kenneth","H.","3319 Pimlico Drive",,,,"Bellingham","WA","24463","USA",78,"561-555-8800","365-555-3679",1958/11/2 00:00:00,"S","$130K - $150K","F",5,0,"Bachelors Degree",1990/11/5 00:00:00,"Bronze","Management","Y",3
9652,81001377100.00,"Wightman","Harvey",,"7724 Hale Court",,,,"Palo Alto","CA","77335","USA",41,"173-555-8465","176-555-9372",1963/6/13 00:00:00,"M","$30K - $50K","F",3,2,"Partial College",1991/2/18 00:00:00,"Bronze","Skilled Manual","N",4
9653,81003399491.00,"Carby","Cheryl","A.","4092 Folson Drive",,,,"Oak Bay","BC","81965","Canada",99,"292-555-4700","403-555-8122",1980/2/22 00:00:00,"S","$50K - $70K","M",5,0,"Bachelors Degree",1991/9/20 00:00:00,"Bronze","Professional","Y",2
9654,81016317000.00,"Gale","Shelli",,"6096 Pheasant Circle",,,,"Metchosin","BC","20002","Canada",104,"826-555-2993","238-555-3443",1972/9/5 00:00:00,"M","$30K - $50K","M",5,5,"Partial College",1993/5/24 00:00:00,"Bronze","Professional","Y",3
9655,81026026600.00,"Soto","Henry",,"5374 East Lake Court","#258",,,"El Cajon","CA","71791","USA",16,"307-555-1515","727-555-4479",1921/10/12 00:00:00,"S","$30K - $50K","F",1,0,"Partial High School",1994/10/23 00:00:00,"Bronze","Manual","N",1
9656,81031712889.00,"Deborde","Lewis","J.","288 Almaden Dr.",,,,"Chula Vista","CA","56987","USA",13,"865-555-7436","823-555-2086",1937/10/25 00:00:00,"M","$50K - $70K","M",2,0,"Partial College",1993/3/8 00:00:00,"Bronze","Skilled Manual","Y",4
9657,81089342832.00,"Hintz","Robert","M.","7164 Mepham Drive",,,,"La Mesa","CA","44910","USA",11,"483-555-6767","310-555-9274",1927/8/6 00:00:00,"M","$30K - $50K","F",2,2,"High School Degree",1993/1/1 00:00:00,"Bronze","Manual","N",1
9658,81095297336.00,"Takaki","Michael","L.","4987 Westover Dr.",,,,"Altadena","CA","68975","USA",50,"403-555-5974","668-555-9167",1936/6/24 00:00:00,"M","$10K - $30K","F",4,2,"Bachelors Degree",1990/3/9 00:00:00,"Golden","Management","N",1
9659,81107587218.00,"Clark","Carol","J.","4773 Tanager Road",,,,"Shawnee","BC","71090","Canada",105,"830-555-1752","964-555-3802",1922/1/25 00:00:00,"S","$50K - $70K","F",1,0,"Bachelors Degree",1991/6/4 00:00:00,"Silver","Management","N",2
9660,81110580600.00,"Tendick","Daniel",,"2851 Ward Street",,,,"Tixapan","DF","87608","Mexico",107,"772-555-8588","445-555-2324",1950/7/12 00:00:00,"S","$30K - $50K","F",0,0,"High School Degree",1993/12/16 00:00:00,"Bronze","Manual","N",3
9661,81127204895.00,"Bradshaw, Jr.","Daniel","J.","2891 Sanford St.",,,,"N. Vancouver","BC","55885","Canada",97,"560-555-6652","103-555-8245",1912/7/20 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1993/5/11 00:00:00,"Normal","Manual","Y",0
9662,81159107089.00,"Singh","James","C.","3879 Longview Rd.",,,,"Woodland Hills","CA","38566","USA",62,"765-555-6774","745-555-9053",1926/3/7 00:00:00,"S","$50K - $70K","M",3,0,"Bachelors Degree",1993/8/24 00:00:00,"Bronze","Management","N",3
9663,81164809500.00,"Hopkins","Randy",,"4173 Rockledge Lane",,,,"Burlingame","CA","45711","USA",43,"576-555-3467","426-555-4603",1961/7/13 00:00:00,"M","$10K - $30K","M",0,0,"Partial High School",1991/1/27 00:00:00,"Normal","Manual","Y",1
9664,81167797400.00,"Paepke","Juanita","R.","5414 Stonehedge Dr.",,,,"Sedro Woolley","WA","93553","USA",80,"803-555-2217","191-555-4038",1930/7/3 00:00:00,"S","$30K - $50K","F",0,0,"High School Degree",1990/12/25 00:00:00,"Silver","Skilled Manual","N",3
9665,81176375150.00,"Romero","Bitty","A.","8618 Rose Street",,,,"Cliffside","BC","66860","Canada",103,"637-555-6538","134-555-1874",1923/6/26 00:00:00,"S","$30K - $50K","M",5,0,"High School Degree",1991/10/23 00:00:00,"Bronze","Manual","N",1
9666,81198514103.00,"Noguera","Mary","E. T.","115 Santa Fe Street",,,,"Cliffside","BC","80863","Canada",103,"887-555-3917","822-555-8938",1955/3/21 00:00:00,"M","$110K - $130K","F",5,5,"Graduate Degree",1990/11/13 00:00:00,"Normal","Management","N",3
9667,81213958300.00,"Avis","Theresa","E.","6228 Geary Court",,,,"Yakima","WA","20333","USA",89,"983-555-1524","787-555-5403",1957/2/20 00:00:00,"M","$110K - $130K","M",3,3,"High School Degree",1992/11/2 00:00:00,"Golden","Professional","Y",3
9668,81216946200.00,"Walker","Eileen","P.","7978 San Gabriel Dr.",,,,"Salem","OR","73205","USA",23,"595-555-1188","599-555-2095",1936/8/12 00:00:00,"M","$70K - $90K","F",1,0,"Graduate Degree",1990/9/13 00:00:00,"Bronze","Professional","Y",3
9669,81219440698.00,"Jenks","Janice","A.","4346 Woodchuck Pl.",,,,"Mexico City","Mexico","51282","Mexico",2,"180-555-2479","292-555-5901",1915/11/18 00:00:00,"S","$150K +","M",0,0,"Partial High School",1992/2/12 00:00:00,"Silver","Management","Y",1
9670,81222772000.00,"Smith","James",,"9005 Garaventa Drive",,,,"Arcadia","CA","24162","USA",51,"715-555-9772","365-555-4879",1951/7/10 00:00:00,"S","$30K - $50K","M",5,0,"Partial High School",1993/9/24 00:00:00,"Bronze","Manual","N",3
9671,81223480105.00,"Millar","Ed","E.","5628 Wallace Dr.",,,,"Albany","OR","93953","USA",71,"196-555-8293","615-555-2258",1932/4/14 00:00:00,"M","$30K - $50K","M",4,1,"High School Degree",1991/10/20 00:00:00,"Golden","Manual","N",2
9672,81227814555.00,"Sparks","Eddie","C.","542 Pinecreek Way",,,,"San Jose","CA","79149","USA",39,"753-555-5215","711-555-8865",1910/1/24 00:00:00,"M","$50K - $70K","M",4,2,"Bachelors Degree",1992/11/3 00:00:00,"Golden","Professional","Y",3
9673,81237711900.00,"Miller","Kevin",,"3353 Mayhew Way",,,,"Salem","OR","99332","USA",23,"257-555-2365","984-555-4872",1932/7/2 00:00:00,"S","$30K - $50K","M",2,0,"Partial College",1991/8/4 00:00:00,"Bronze","Professional","Y",1
9674,81248987913.00,"Swerdfeger","Heather",,"8520 Waterview Place",,,,"Kirkland","WA","60290","USA",63,"176-555-1572","442-555-4765",1973/12/17 00:00:00,"S","$70K - $90K","F",1,0,"Bachelors Degree",1993/9/22 00:00:00,"Bronze","Professional","N",2
9675,81253397500.00,"Smith","Herold",,"8306 Sun Tree Lane",,,,"National City","CA","62405","USA",9,"603-555-6350","738-555-8400",1933/6/27 00:00:00,"M","$10K - $30K","F",3,1,"Partial High School",1992/9/15 00:00:00,"Normal","Skilled Manual","Y",2
9676,81256117224.00,"Barr","William","H.","6384 Virgina Hills Drive",,,,"Lemon Grove","CA","78924","USA",12,"545-555-4186","219-555-6922",1923/9/12 00:00:00,"S","$50K - $70K","M",4,0,"Bachelors Degree",1992/11/24 00:00:00,"Bronze","Professional","Y",3
9677,81274908800.00,"Maul","James","M.","9080 San Carlos Avenue",,,,"Tlaxiaco","Oaxaca","47200","Mexico",30,"334-555-2250","115-555-7501",1917/5/16 00:00:00,"M","$70K - $90K","F",1,1,"Partial High School",1991/4/28 00:00:00,"Bronze","Management","Y",2
9678,81279988900.00,"Odor","Michael",,"7411 Crivello Avenue",,,,"Cliffside","BC","35892","Canada",103,"538-555-2372","519-555-4651",1975/11/12 00:00:00,"S","$150K +","F",4,0,"High School Degree",1992/3/11 00:00:00,"Silver","Management","Y",2
9679,81302755475.00,"Hays","Sean",,"362 Richard Place",,,,"Lakewood","CA","37026","USA",56,"349-555-8065","199-555-9200",1972/1/15 00:00:00,"S","$30K - $50K","F",0,0,"High School Degree",1992/1/27 00:00:00,"Bronze","Manual","N",3
9680,81310099363.00,"Block","William","R.","8947 St. George Dr.",,,,"Burnaby","BC","58576","Canada",92,"577-555-6815","865-555-8636",1973/9/2 00:00:00,"S","$150K +","F",5,0,"Bachelors Degree",1990/8/20 00:00:00,"Silver","Professional","Y",2
9681,81310464100.00,"Owen","Williams",,"2152 Roan Lane",,,,"Berkeley","CA","58175","USA",36,"523-555-4396","919-555-8732",1940/7/6 00:00:00,"M","$70K - $90K","F",5,5,"High School Degree",1993/3/14 00:00:00,"Golden","Professional","Y",4
9682,81343927400.00,"Turner","Burdy",,"3647 San Miguel Road",,,,"Issaquah","WA","45886","USA",21,"773-555-1775","708-555-6796",1934/12/25 00:00:00,"M","$50K - $70K","M",4,3,"Bachelors Degree",1993/9/18 00:00:00,"Golden","Management","N",3
9683,81349758505.00,"Kregan","Angela",,"9761 Fox Way",,,,"Berkeley","CA","11648","USA",36,"208-555-3039","673-555-3260",1968/8/22 00:00:00,"S","$110K - $130K","M",3,0,"Graduate Degree",1993/3/13 00:00:00,"Bronze","Professional","Y",2
9684,81352397799.00,"Winslow","Margaret","C.","1511 Roxbury Drive",,,,"Bellingham","WA","64520","USA",78,"481-555-8046","485-555-8953",1979/10/11 00:00:00,"M","$150K +","M",4,4,"Partial High School",1994/12/5 00:00:00,"Golden","Management","Y",3
9685,81361726522.00,"Murray","Charles",,"7879 Wilke Drive",,,,"Acapulco","Guerrero","69150","Mexico",28,"600-555-4282","712-555-7703",1936/4/22 00:00:00,"S","$50K - $70K","F",3,0,"Bachelors Degree",1993/12/1 00:00:00,"Bronze","Professional","Y",2
9686,81404695510.00,"Bradley","Kathryn",,"2539 Artnell Ct",,,,"Pomona","CA","88184","USA",61,"235-555-2575","785-555-6682",1934/7/11 00:00:00,"S","$50K - $70K","M",1,0,"Bachelors Degree",1992/4/10 00:00:00,"Bronze","Management","Y",3
9687,81414608955.00,"Brush","Walter","H.","9161 Viking Drive",,,,"Marysville","WA","85268","USA",82,"615-555-1096","135-555-4060",1947/12/13 00:00:00,"S","$70K - $90K","M",0,0,"High School Degree",1992/2/4 00:00:00,"Bronze","Professional","Y",1
9688,81431469300.00,"Eads","Antonia",,"6730 Pecan Street",,,,"Altadena","CA","70464","USA",50,"273-555-7017","231-555-1668",1970/8/4 00:00:00,"M","$50K - $70K","M",2,1,"Bachelors Degree",1991/10/11 00:00:00,"Bronze","Management","N",4
9689,81441012620.00,"Cienfuegus","Bernadette","M.","3607 Cloudview Dr.",,,,"Fremont","CA","74182","USA",34,"677-555-4167","504-555-6675",1953/10/7 00:00:00,"S","$30K - $50K","M",0,0,"High School Degree",1991/4/9 00:00:00,"Bronze","Skilled Manual","N",2
9690,81455528736.00,"Elliott","Michael","W.","1430 N. Civic Drive",,,,"Renton","WA","82162","USA",73,"596-555-3375","862-555-6568",1968/3/3 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1993/6/23 00:00:00,"Normal","Manual","Y",1
9691,81463730931.00,"Kamley","Brradley","L.","1217 Mariposa",,,,"Ballard","WA","84277","USA",20,"362-555-2811","496-555-4861",1960/6/9 00:00:00,"M","$50K - $70K","M",3,3,"Bachelors Degree",1993/2/13 00:00:00,"Golden","Professional","Y",4
9692,81467196345.00,"Vigil","Susan","Y.","9293 Mt .Washington Way",,,,"Portland","OR","74503","USA",22,"304-555-9646","638-555-8725",1912/5/19 00:00:00,"S","$30K - $50K","F",3,0,"High School Degree",1994/5/3 00:00:00,"Bronze","Manual","Y",1
9693,81474642200.00,"Vigil","Rita","M.","9334 Carpetta Circle",,,,"Santa Cruz","CA","42780","USA",40,"754-555-4053","225-555-9878",1938/8/21 00:00:00,"M","$70K - $90K","M",4,1,"High School Degree",1994/2/20 00:00:00,"Normal","Professional","N",2
9694,81477839350.00,"Reinboldt","Olga","M.","7665 Terrace Road",,,,"Long Beach","CA","25461","USA",48,"648-555-4750","629-555-7028",1958/11/13 00:00:00,"S","$130K - $150K","M",1,0,"Bachelors Degree",1990/1/11 00:00:00,"Silver","Management","Y",3
9695,81480618100.00,"Bowers","Evelyn","V.","616 Willow Court",,,,"La Cruz","Sinaloa","58898","Mexico",29,"459-555-1442","309-555-2578",1917/9/14 00:00:00,"S","$30K - $50K","F",2,0,"High School Degree",1991/7/25 00:00:00,"Bronze","Manual","N",4
9696,81483257412.00,"Aiello","Bonnie",,"1858 Liscome Way",,,,"W. Linn","OR","80448","USA",66,"687-555-9192","975-555-2014",1962/5/9 00:00:00,"S","$50K - $70K","M",4,0,"Bachelors Degree",1992/11/15 00:00:00,"Golden","Professional","N",3
9697,81489249467.00,"Beaty","George","L.","5062 Hazel Drive",,,,"Yakima","WA","80047","USA",89,"521-555-4514","917-555-8850",1961/11/10 00:00:00,"M","$10K - $30K","F",2,2,"Partial High School",1992/8/4 00:00:00,"Normal","Manual","Y",2
9698,81489319205.00,"McNay","Evelynn","M.","6557 Jalalon Place",,,,"Yakima","WA","67758","USA",89,"110-555-5550","706-555-6914",1917/12/27 00:00:00,"M","$70K - $90K","M",4,4,"Bachelors Degree",1990/2/16 00:00:00,"Golden","Professional","N",2
